policyID,statecode,tiv_2015,tiv_2016,Residential,Commercial
109643,NCR,671130.9,683458.23,1,0
192624,NCR,7922893.5,12960000,0,1
726810,NCR,433560.41,643525.04,1,0
979128,NCR,448199.93,530154.18,1,0
152877,NCR,6794435.98,7927639.19,0,1
291684,NCR,784349.88,791876.5,1,0
483607,NCR,225000,229068,1,0
759545,NCR,193253.94,292524.62,1,0
815157,NCR,2828534.94,3430877.11,0,1
695521,NCR,44540.1,48338.48,1,0
797336,NCR,9000,12586.39,1,0
567322,NCR,98991,164556.3,1,0
615735,NCR,165021.3,234293.28,1,0
632376,NCR,1025623.8,1030193.98,1,0
324054,NCR,492290.1,753675.47,1,0
677169,NCR,6992348.64,7824382.18,0,1
833956,NCR,235856.63,267397.74,1,0
672714,NCR,2229246.31,3058838.03,0,1
370563,NCR,678689.5,836763.07,1,0
144030,NCR,988351.61,1180832.1,1,0
585009,NCR,953053.34,866744.83,1,0
578264,NCR,6425889.93,9900000,0,1
663405,NCR,3255784.23,4768096.01,0,1
861696,NCR,693129.7,630054.9,1,0
375165,NCR,1079003.99,1249081.99,1,0
346781,NCR,4864262.3,6590175.53,0,1
461409,NCR,92154.59,138624.1,1,0
410277,NCR,51080.96,48924.48,1,0
203126,NCR,408754.33,468375.23,1,0
233160,NCR,138890.26,179989.28,1,0
490555,NCR,150557.31,221496.31,1,0
736261,NCR,356670.06,536973.91,1,0
250202,NCR,1129604.64,1393751.39,1,0
731093,NCR,141111.22,164563.9,1,0
765364,NCR,141111.22,195684.01,1,0
852113,NCR,529866.8,422553.94,1,0
286104,NCR,119260.74,100880.28,1,0
298563,NCR,416671.9,347696.87,1,0
260752,NCR,173613.1,257034.2,1,0
183298,NCR,968067.09,863895.33,1,0
943570,NCR,39343.21,54828.3,1,0
358776,NCR,36458.99,57514.45,1,0
679069,NCR,246946.32,236136.49,1,0
109707,NCR,48696.15,63679.52,1,0
441091,NCR,29854.46,45188.76,1,0
412973,NCR,216113.24,302688.2,1,0
615654,NCR,216113.24,315689.57,1,0
453688,NCR,138890.26,223454.98,1,0
349770,NCR,72916.85,81309.58,1,0
377756,NCR,72916.85,96831.25,1,0
417525,NCR,72916.85,102535.39,1,0
772202,NCR,72916.85,89027.1,1,0
465667,NCR,72916.85,67243.92,1,0
661043,NCR,138890.26,164801.63,1,0
920045,NCR,72916.85,113750.29,1,0
477675,NCR,138890.26,162926.61,1,0
601213,NCR,72916.85,74663.94,1,0
547436,NCR,180866.3,271511.42,1,0
897493,NCR,319754.31,503838.15,1,0
882370,NCR,143828.22,218014.82,1,0
434296,NCR,308642.78,428978.89,1,0
883174,NCR,350922.95,587506.78,1,0
329928,NCR,182310.65,281216.37,1,0
136230,NCR,632090.46,804840.78,1,0
664275,NCR,134671.67,235581.15,1,0
685451,NCR,425970,535377.84,1,0
428317,NCR,229720.5,307779.53,1,0
879452,NCR,152190,141236.89,1,0
843590,NCR,1620,1699.68,1,0
960403,NCR,990,1552.69,1,0
783331,NCR,243000,376747.2,1,0
390128,NCR,1984554,1726561.98,0,1
326597,NCR,852115.5,1120620.5,1,0
188436,NCR,477405,759051.03,1,0
638406,NCR,428230.8,427933.61,1,0
944151,NCR,37508.4,61083.33,1,0
683199,NCR,290148.3,425835.57,1,0
341581,NCR,53550000,67680000,0,1
787309,NCR,242571.44,221587.07,1,0
214455,NCR,171487.53,173677.43,1,0
464070,NCR,1075077.54,1483166.22,1,0
855730,NCR,175840.81,244840.75,1,0
759731,NCR,97396.45,109304.53,1,0
589870,NCR,295504.71,263249.78,1,0
432375,NCR,1944849.6,1398424.66,0,1
578973,NCR,7356000.23,10350000,0,1
391029,NCR,3564319.06,4762643.13,0,1
907351,NCR,740083.22,1119645.26,1,0
105458,NCR,78560.69,79865.58,1,0
211451,NCR,554350.8,768330.2,1,0
676919,NCR,5985.58,5622.61,1,0
347245,NCR,4234027.7,7524989.24,0,1
812648,NCR,65462.25,52279.72,1,0
476147,NCR,4429612.22,5497751.19,0,1
438149,NCR,138890.26,136225.09,1,0
542924,NCR,1054620,1489889.09,1,0
195831,NCR,922957.2,1065769.14,1,0
580920,NCR,247230,385619.46,1,0
723477,NCR,230050.8,174768.67,1,0
887972,NCR,200700,316405.96,1,0
474175,NCR,151580.7,103263.59,1,0
984784,NCR,97200,84214.08,1,0
566817,NCR,13869.9,19005.98,1,0
359328,NCR,7397.28,8315.5,1,0
426751,NCR,7397.28,9079.07,1,0
270239,NCR,15719.22,15890.25,1,0
450743,NCR,11095.92,9538.67,1,0
999632,NCR,1327811.76,2000319.2,1,0
350388,NCR,48082.32,72851.93,1,0
693037,NCR,5547.96,7060.33,1,0
736290,NCR,231165,269584.62,1,0
794128,NCR,1427675.04,1692937.06,1,0
111872,NCR,750823.92,853987.13,1,0
423738,NCR,317158.38,518670.67,1,0
877648,NCR,10080000,14940000,0,1
345252,NCR,857898.9,947120.39,1,0
642732,NCR,729607.5,779229.57,1,0
943574,NCR,337500,550192.5,1,0
406247,NCR,386531.1,451110.78,1,0
951711,NCR,757621.58,984301.95,1,0
445869,NCR,1024187.12,1193432,1,0
486064,NCR,5808357,9000000,0,1
644345,NCR,15300000,12240000,0,1
502937,NCR,4986172.83,8027738.25,0,1
832302,NCR,6543900,8997469.87,0,1
622536,NCR,2063695.17,2889792.34,0,1
502695,NCR,1372018.24,1967638.8,1,0
312241,NCR,568327.6,785706.09,1,0
810868,NCR,508832.1,396416.84,1,0
234425,NCR,183600,200454.48,1,0
158604,NCR,141193.09,220825.99,1,0
877366,NCR,485190.79,557076.66,1,0
331156,NCR,5004011.37,5114479.92,0,1
876930,NCR,1786734.34,1843802.64,1,0
644610,NCR,329878.39,545091.06,1,0
438553,NCR,1216827.7,1177554.58,1,0
918032,NCR,709174.37,896407.75,1,0
231140,NCR,526906.93,754193.5,1,0
782881,NCR,953053.34,1580515.07,1,0
351475,NCR,224099.97,304014.01,1,0
138777,NCR,302271.59,331622.16,1,0
698487,NCR,302271.59,371756.87,1,0
113468,NCR,74071.5,88722.92,1,0
313308,NCR,3990.38,4978.02,1,0
702406,NCR,32580000,57870000,0,1
355722,NCR,4378361.4,5027094.45,0,1
479223,NCR,1552021.18,1285129.41,1,0
972733,NCR,1552021.18,1238512.9,1,0
917349,NCR,1552021.18,1053822.38,1,0
969618,NCR,1552021.18,2604951.15,1,0
613229,NCR,6089310,8759472.44,0,1
143012,NCR,17100000,21600000,0,1
958482,NCR,6472.62,7826.04,1,0
868447,NCR,631425.53,441821.07,1,0
643165,NCR,4250286.9,5579062.59,0,1
853539,NCR,138571.2,131161.24,1,0
346970,NCR,592632.9,505397.34,1,0
575060,NCR,990895.05,1289035.55,1,0
716249,NCR,1321721.39,1323968.32,1,0
875356,NCR,4471917.09,6761538.65,0,1
227315,NCR,1256618.48,1279820.68,1,0
526994,NCR,461284.23,373509.22,1,0
104020,NCR,266025.6,349595.95,1,0
944627,NCR,731636.91,1052459.69,1,0
140313,NCR,359400.59,318638.81,1,0
825027,NCR,560249.91,579137.06,1,0
881035,NCR,96891.51,107162.4,1,0
146667,NCR,455651.97,597359.74,1,0
484077,NCR,33668.87,29081.01,1,0
806729,NCR,36661.65,49839.13,1,0
679130,NCR,102128.89,140375.14,1,0
124498,NCR,13467.55,17787.93,1,0
353260,NCR,96891.51,101472.54,1,0
295727,NCR,28260000,37710000,0,1
935739,NCR,1932399.98,2531057.5,0,1
141411,NCR,120643.37,166760.51,1,0
714565,NCR,49379.61,62166.46,1,0
226217,NCR,3645000,5450386.73,0,1
289192,NCR,101700,110445.59,1,0
868952,NCR,4719464.64,5281043.18,0,1
736360,NCR,85993.38,88810.44,1,0
298047,NCR,118356.48,122712,1,0
394353,NCR,168288.12,260274.41,1,0
459263,NCR,145171.62,210150.44,1,0
848273,NCR,3273575.78,3394043.37,0,1
172518,NCR,7038737.1,8523840.24,0,1
651235,NCR,1800000,2591409.6,0,1
533310,NCR,63000,63010.08,1,0
743164,NCR,800460,1303192.91,1,0
650324,NCR,4502306.7,4314830.65,0,1
258813,NCR,18720000,27000000,0,1
245373,NCR,1117513.9,1770153.19,1,0
408523,NCR,904391.3,1379999.83,1,0
705100,NCR,693920.53,951031.96,1,0
826657,NCR,1209120.66,1188853.38,1,0
714243,NCR,3016751.8,4181217.99,0,1
570538,NCR,1259603.69,2035348.25,1,0
541092,NCR,528145.88,586663.38,1,0
177124,NCR,55368,42562.05,1,0
878737,NCR,289168.2,266008.14,1,0
996578,NCR,2388050.1,2626855.11,0,1
352325,NCR,1228270.59,1715933.32,1,0
740265,NCR,3101944.95,2607761.7,0,1
116489,NCR,1618932.04,2166416,1,0
561995,NCR,227834.3,186833.24,1,0
883007,NCR,92154.59,120101.4,1,0
311356,NCR,35580.92,28265.13,1,0
979963,NCR,83111.39,119852.44,1,0
660172,NCR,910695.41,998763.3,1,0
916239,NCR,1207200.9,1141239.44,1,0
122198,NCR,114424.26,150512.76,1,0
429542,NCR,83111.39,121643.15,1,0
802577,NCR,63536.89,46307.72,1,0
229846,NCR,50777.64,51154.61,1,0
188388,NCR,5736771.4,4151311.36,0,1
448897,NCR,336149.95,450885.99,1,0
936035,NCR,34656.49,44695.39,1,0
651786,NCR,594126.51,630191.18,1,0
203663,NCR,923174.29,1097225.88,1,0
966508,NCR,92025.64,87847.68,1,0
162022,NCR,202007.5,317178.45,1,0
521610,NCR,181806.75,252004.52,1,0
408036,NCR,83916.16,91032.59,1,0
877870,NCR,74630.55,82106.59,1,0
490040,NCR,27719.92,40478.18,1,0
412228,NCR,306826.95,316562.57,1,0
883565,NCR,269904.47,248460.56,1,0
327786,NCR,22894.18,23058.11,1,0
292491,NCR,210424.48,321225.6,1,0
248762,NCR,101003.75,93916.52,1,0
660128,NCR,587392.93,623155.76,1,0
405176,NCR,479318.92,447185.38,1,0
349794,NCR,270128.92,358696.63,1,0
874577,NCR,8031818.35,7474410.16,0,1
207390,NCR,32433.43,44551.37,1,0
948982,NCR,118398.84,151238.66,1,0
113716,NCR,659778.95,588743.85,1,0
432759,NCR,74855,81765.24,1,0
907539,NCR,82823.08,132531.5,1,0
323619,NCR,10549.28,14218.03,1,0
980073,NCR,107063.98,138977.61,1,0
116742,NCR,127938.09,178908.62,1,0
319111,NCR,193702.75,261296.49,1,0
516563,NCR,22333.05,32630.26,1,0
704912,NCR,102911.6,116432.54,1,0
454283,NCR,1234490.3,1281956.45,1,0
500509,NCR,2482537.55,2147057.36,0,1
905455,NCR,78558.47,110692.03,1,0
590174,NCR,78558.47,65159.54,1,0
318475,NCR,67335.83,56594.42,1,0
850891,NCR,39279.24,54828.16,1,0
663418,NCR,39279.24,39251.98,1,0
446801,NCR,39279.24,67158.07,1,0
466917,NCR,39279.24,30091.04,1,0
121539,NCR,39279.24,39163.36,1,0
883726,NCR,39279.24,72381.81,1,0
290003,NCR,39279.24,29583.86,1,0
547736,NCR,67335.83,57504.13,1,0
893057,NCR,108074.01,138461.83,1,0
550664,NCR,481002.31,493002.36,1,0
714922,NCR,1234490.3,1682590.53,1,0
876452,NCR,78558.47,66107.74,1,0
221125,NCR,78558.47,78391.93,1,0
111887,NCR,78558.47,104282.05,1,0
161952,NCR,78558.47,74993.8,1,0
824545,NCR,78558.47,131252.36,1,0
585834,NCR,410647.59,540171.17,1,0
598171,NCR,561131.96,773227.49,1,0
539630,NCR,183602.38,145360.57,1,0
777870,NCR,4005000,5677411.91,0,1
610302,NCR,22950000,30960000,0,1
756174,NCR,606720.49,481857.42,1,0
417098,NCR,584502.29,788066.91,1,0
607605,NCR,363290.97,491391,1,0
284458,NCR,1371580.44,1435670.28,1,0
590531,NCR,172457.17,204896.37,1,0
668701,NCR,735232.67,795533.51,1,0
230665,NCR,517407.07,780363.69,1,0
173785,NCR,652494.39,1183648.32,1,0
571655,NCR,1671296.4,2302692.12,1,0
497785,NCR,4118512.5,6956002.87,0,1
642263,NCR,1124829.9,1619957.53,1,0
738701,NCR,991755.9,1273216.22,1,0
944687,NCR,840408.3,1156642.18,1,0
443573,NCR,379557,402318.27,1,0
128317,NCR,362026.8,301206.3,1,0
312304,NCR,236504.7,390320.03,1,0
291829,NCR,144078.3,148651.92,1,0
772515,NCR,127242,121005.62,1,0
259909,NCR,79132.5,104834.74,1,0
549496,NCR,47982.6,84929.2,1,0
831391,NCR,47914.2,70904.2,1,0
869653,NCR,46644.3,63060.53,1,0
894582,NCR,28644.3,40134.1,1,0
258825,NCR,25255.8,39356.24,1,0
806102,NCR,14771.7,20608.52,1,0
487762,NCR,10452.6,17918.72,1,0
790960,NCR,10174.5,14300.56,1,0
161239,NCR,8278.2,8058.33,1,0
716478,NCR,6129.9,8389.23,1,0
200216,NCR,5974.2,4692.14,1,0
783004,NCR,259308,406640.32,1,0
110372,NCR,237600,312947.71,1,0
526075,NCR,1341978.27,1700211.32,1,0
686388,NCR,4365675.12,3885926.72,0,1
101908,NCR,496742.95,636911.89,1,0
611064,NCR,56024.99,51045.55,1,0
846194,NCR,5189487.74,7223455.57,0,1
155343,NCR,496742.95,697608.91,1,0
717219,NCR,70115.2,84470.59,1,0
206586,NCR,168074.97,275669.85,1,0
214954,NCR,404026.38,660415.06,1,0
722469,NCR,1407358.56,1677289.93,1,0
266906,NCR,1483300.55,2060340.07,1,0
457476,NCR,2008160.75,2364874.36,0,1
261774,NCR,1037001.04,884694.63,1,0
153043,NCR,53870.18,79299.07,1,0
795468,NCR,76316.09,114979.66,1,0
372334,NCR,314242.74,478434.57,1,0
176121,NCR,725751.09,634778.19,1,0
272293,NCR,53870.18,90993.21,1,0
775400,NCR,36581.85,41088.73,1,0
754497,NCR,3699704.48,3582749.42,0,1
213607,NCR,2391038.09,3931937.81,0,1
623727,NCR,2391038.09,2936271.29,0,1
709120,NCR,1544212.1,1908414.53,1,0
133602,NCR,978475.41,1211837.88,1,0
531330,NCR,587899.95,472318.82,1,0
740999,NCR,72585.08,84795.78,1,0
852070,NCR,570548.43,594112.08,1,0
407965,NCR,570548.43,666940.88,1,0
657869,NCR,1738600.33,1412901.38,1,0
388445,NCR,56024.99,62147.96,1,0
111008,NCR,1801655.88,2067767.66,0,1
487575,NCR,65462.25,88656.83,1,0
906206,NCR,12240000,20610000,0,1
120496,NCR,10890000,13050000,0,1
720724,NCR,254725.24,217433.47,1,0
583115,NCR,900,936.36,1,0
121447,NCR,1496688.83,1298634.99,1,0
907333,NCR,1496688.83,1245993.45,1,0
676845,NCR,1496688.83,1664629.29,1,0
583587,NCR,1496688.83,1632588.17,1,0
803432,NCR,1496688.83,2565749.71,1,0
705506,NCR,1496688.83,1588145.5,1,0
127212,NCR,983746.59,1005051.59,1,0
286815,NCR,983746.59,936337.87,1,0
377949,NCR,983746.59,886564.23,1,0
308007,NCR,983746.59,1050516.42,1,0
695070,NCR,983746.59,855922.49,1,0
235285,NCR,983746.59,920786.81,1,0
320627,NCR,983746.59,952058.14,1,0
437361,NCR,981620.06,1481460.99,1,0
510407,NCR,981620.06,1240233.75,1,0
996866,NCR,981620.06,1385340.76,1,0
999728,NCR,981620.06,890525.72,1,0
198381,NCR,9990000,8793781.97,0,1
746777,NCR,13590000,21780000,0,1
144396,NCR,3697776.9,5327017.4,0,1
263732,NCR,5024838.6,4244682.16,0,1
696203,NCR,17910000,20250000,0,1
200041,NCR,18270000,24930000,0,1
127791,NCR,5547.96,4877.32,1,0
945454,NCR,821098.08,1051826.64,1,0
918783,NCR,6626113.56,9900000,0,1
515966,NCR,107260.56,104066.13,1,0
430825,NCR,11700000,15480000,0,1
190906,NCR,10260000,15030000,0,1
166568,NCR,933212.92,1007924.08,1,0
353031,NCR,7705083.6,12420000,0,1
551567,NCR,956053.8,1344399.03,1,0
133628,NCR,850447.8,1062953.44,1,0
441954,NCR,1429542.9,1946698.63,1,0
747072,NCR,96675.3,93610.98,1,0
701430,NCR,345768.3,563282.49,1,0
420763,NCR,198602.1,240708.72,1,0
618391,NCR,356262.3,504328.47,1,0
214094,NCR,148247.1,164185.59,1,0
253272,NCR,17640000,27630000,0,1
836769,NCR,35550000,60480000,0,1
396418,NCR,741053.7,1182786.92,1,0
212363,NCR,237600,270909.62,1,0
246838,NCR,1177364.7,1453486.16,1,0
758281,NCR,1329352.28,1825998.29,1,0
551473,NCR,1163649.74,1118220.86,1,0
999148,NCR,3765545.1,5754637.82,0,1
983276,NCR,524371.5,863325.24,1,0
751862,NCR,10203.08,15290.85,1,0
347062,NCR,39600000,60210000,0,1
894809,NCR,3548721.64,4936889.28,0,1
762476,NCR,2978335.72,4138874.02,0,1
747976,NCR,1952160.89,2446416.79,0,1
685314,NCR,1135755.9,1167956.85,1,0
387815,NCR,679476.63,756901.63,1,0
991621,NCR,620208,472814.33,1,0
998347,NCR,615141.68,515076.58,1,0
996182,NCR,1384.2,2019.89,1,0
840804,NCR,398637,570771.65,1,0
783604,NCR,3649968.1,3868849.38,0,1
253701,NCR,1253729.71,1535348.74,1,0
840979,NCR,1299082.42,1615850.67,1,0
861594,NCR,1552560.58,1583782.57,1,0
779435,NCR,1090328.85,1485108.58,1,0
900859,NCR,141458.4,128800.7,1,0
186330,NCR,1741945.5,2847356.24,1,0
512609,NCR,1545528.6,1214828.75,1,0
432937,NCR,115126.11,115126.57,1,0
412242,NCR,215055,201566.75,1,0
597608,NCR,390014.19,576096.2,1,0
213466,NCR,390014.19,470097.36,1,0
517820,NCR,688.18,963.93,1,0
980965,NCR,688.18,781.91,1,0
191055,NCR,688.18,675.62,1,0
510055,NCR,688.18,827.02,1,0
843311,NCR,688.18,628.89,1,0
816735,NCR,688.18,549.98,1,0
337433,NCR,688.18,987.67,1,0
623083,NCR,688.18,1159.01,1,0
528326,NCR,688.18,1088.98,1,0
334012,NCR,688.18,719.21,1,0
531464,NCR,688.18,1313.04,1,0
128205,NCR,688.18,915.05,1,0
982934,NCR,688.18,957.71,1,0
366858,NCR,688.18,1112.78,1,0
917861,NCR,688.18,615.59,1,0
210083,NCR,688.18,1079.68,1,0
586410,NCR,688.18,1046.93,1,0
237321,NCR,688.18,622.09,1,0
910610,NCR,688.18,732.82,1,0
617475,NCR,688.18,956.05,1,0
902121,NCR,688.18,841.87,1,0
182262,NCR,688.18,730.37,1,0
945617,NCR,688.18,649.53,1,0
156266,NCR,688.18,721.93,1,0
588078,NCR,298400.76,352410.7,1,0
688316,NCR,2562308.64,2792637.13,0,1
382076,NCR,1133292.06,1472690.37,1,0
121582,NCR,2984103.18,3463976.81,0,1
563196,NCR,1243400.22,1275828.1,1,0
643286,NCR,2984103.18,3463755.99,0,1
142017,NCR,2984103.18,3147273.94,0,1
879091,NCR,983327.04,1147532.82,1,0
337675,NCR,886886.82,986137.44,1,0
379732,NCR,1993416.48,2132955.63,0,1
932035,NCR,13950000,20160000,0,1
312404,NCR,4784256.9,3914919.15,0,1
747081,NCR,994701.06,1193641.27,1,0
901144,NCR,1102515.3,1297051.92,1,0
196907,NCR,1085788.8,1658824.7,1,0
388423,NCR,2049139.62,1646582.04,0,1
856044,NCR,1966654.08,3115431.79,0,1
539127,NCR,1946199.96,1294222.97,0,1
700397,NCR,437660.82,422192.14,1,0
661275,NCR,1094199.84,1366322.96,1,0
139221,NCR,954461.88,1384046.08,1,0
937181,NCR,839957.04,1233615.51,1,0
543206,NCR,1970955.18,2182290.85,0,1
341736,NCR,664472.16,1026848.7,1,0
754850,NCR,2217360.42,3307048.94,0,1
866762,NCR,392642.64,494817.68,1,0
356525,NCR,392642.64,573321.08,1,0
871304,NCR,1433.7,2281.3,1,0
758309,NCR,1911.6,2104.39,1,0
803289,NCR,5734.8,5816.81,1,0
922786,NCR,2389.5,3107.44,1,0
549990,NCR,11469.6,14412.7,1,0
168802,NCR,382.32,520.99,1,0
546453,NCR,141543.79,193932.69,1,0
813885,NCR,2097.98,3117.39,1,0
353826,NCR,1433.7,1205.11,1,0
938192,NCR,14337,16268.7,1,0
302211,NCR,5734.8,5825.82,1,0
331518,NCR,68084.5,63436.24,1,0
631541,NCR,4970.16,7876.67,1,0
373350,NCR,4970.16,8475.64,1,0
840399,NCR,2867.4,3320.86,1,0
107484,NCR,191355.94,224847.06,1,0
134321,NCR,19116,20272.52,1,0
245082,NCR,1911.6,2890.84,1,0
895779,NCR,244498.42,401368.6,1,0
614634,NCR,2867.4,4214.07,1,0
731255,NCR,125171.57,215707.29,1,0
870031,NCR,76918.96,127664.55,1,0
240901,NCR,2102.76,2631.37,1,0
663297,NCR,1027.49,781.02,1,0
191014,NCR,649.94,1111.4,1,0
325852,NCR,1051.38,1351.23,1,0
121870,NCR,2102.76,2528.96,1,0
751791,NCR,2102.76,3463.02,1,0
273278,NCR,86838.25,134805.1,1,0
381736,NCR,77119.68,113106.81,1,0
625288,NCR,2102.76,3293.83,1,0
315535,NCR,2389.5,3920.67,1,0
774751,NCR,860.22,873.17,1,0
328683,NCR,3058.56,3229.86,1,0
423065,NCR,2962.98,3541.96,1,0
213789,NCR,1529.28,1151.8,1,0
844864,NCR,2198.34,2159.79,1,0
662432,NCR,2198.34,1752.43,1,0
776510,NCR,2198.34,2863.33,1,0
375098,NCR,81354.83,66463.64,1,0
161060,NCR,3154.14,3978.19,1,0
465293,NCR,2198.34,2208.11,1,0
704983,NCR,3333.63,5100.95,1,0
378969,NCR,1242.54,1433.35,1,0
983689,NCR,81354.83,83593.79,1,0
541087,NCR,52254.54,83836.87,1,0
525184,NCR,2392.96,3819.16,1,0
864811,NCR,2289.14,1903.65,1,0
312073,NCR,1257.73,1320.09,1,0
830827,NCR,3154.14,2566.38,1,0
603600,NCR,2289.14,2693.57,1,0
830638,NCR,2289.14,2082.48,1,0
755799,NCR,716.85,673.84,1,0
414134,NCR,716.85,627.13,1,0
733306,NCR,1467832.5,2262340.88,1,0
483113,NCR,1514649.6,1300781.08,1,0
201599,NCR,2088233.01,2810769.98,0,1
115553,NCR,2124297.87,1874344.49,0,1
188952,NCR,4063999.89,3940332.38,0,1
923142,NCR,7363837.48,7085985.16,0,1
394238,NCR,2642362.4,2239116.76,0,1
884711,NCR,5254482.72,4411999.98,0,1
463999,NCR,5733631.88,9090000,0,1
575587,NCR,8397098.06,8287935.79,0,1
971233,NCR,10890000,14580000,0,1
735553,NCR,15120000,20700000,0,1
827885,NCR,863419.34,773860.3,1,0
842735,NCR,70139.81,92786.55,1,0
542544,NCR,673358.35,703955.75,1,0
489799,NCR,3324883.5,3772861.68,0,1
179917,NCR,5670000,4811788.8,0,1
743678,NCR,848093.23,1203953.15,1,0
598714,NCR,15750000,14850000,0,1
895885,NCR,131367.6,187244.55,1,0
313786,NCR,2383784.1,3339967.58,0,1
535248,NCR,2288979,2822105.1,0,1
706708,NCR,850567.5,913637.08,1,0
771872,NCR,602343,678945.97,1,0
413294,NCR,28800,40413.95,1,0
408522,NCR,3600000,4690580.4,0,1
971371,NCR,13278.6,21738.4,1,0
340752,NCR,222997.5,195345.81,1,0
348885,NCR,16200000,27450000,0,1
889842,NCR,77463.33,67509.29,1,0
606357,NCR,128357.35,109494.73,1,0
738016,NCR,11971.15,18216.17,1,0
231530,NCR,53193.48,91667.95,1,0
223769,NCR,15840000,20970000,0,1
242550,NCR,15300000,20250000,0,1
649523,NCR,6947613.9,10260000,0,1
732806,NCR,11700000,17910000,0,1
506127,NCR,4861772.1,4309377.55,0,1
682614,NCR,4699194.3,4417712.56,0,1
383061,NCR,12945.24,13043.31,1,0
394483,NCR,574213.86,816118.67,1,0
100734,NCR,797981.58,1145502.56,1,0
233198,NCR,1778121.18,2056717.21,1,0
407586,NCR,2610315.18,3819997.88,0,1
777849,NCR,2616787.8,2456891.6,0,1
368612,NCR,122055.12,117967.25,1,0
127678,NCR,1187910,1322856.58,1,0
120313,NCR,576523.8,853169.9,1,0
381935,NCR,2252931.46,2496536.43,0,1
143107,NCR,734882.56,661323.76,1,0
805832,NCR,2905846.98,2743119.55,0,1
687756,NCR,1203100.78,880323.27,1,0
349748,NCR,1321690,2106641.69,1,0
169703,NCR,3094355.74,3462212.75,0,1
160845,NCR,1060569.25,1491245.21,1,0
114716,NCR,2531898.65,2210803.26,0,1
639372,NCR,1586177.64,1722208.23,1,0
962341,NCR,1681946.86,1535338.28,1,0
300088,NCR,10774.04,15116.08,1,0
447463,NCR,974152.49,1018628.4,1,0
837999,NCR,38718.1,34692.12,1,0
296462,NCR,19078.49,26856.25,1,0
921167,NCR,56113.2,93056.44,1,0
609153,NCR,310579.8,376199.1,1,0
375107,NCR,43759.31,44445.46,1,0
566456,NCR,74618.21,122888.13,1,0
910667,NCR,561131.96,514149.5,1,0
822256,NCR,28056.6,30272.34,1,0
306936,NCR,138870,134218.97,1,0
176160,NCR,623220.84,530651.36,1,0
409658,NCR,168288.12,171064.87,1,0
413864,NCR,35137.08,47487.76,1,0
445152,NCR,1849.32,2668.57,1,0
168986,NCR,3857681.52,5079941.62,0,1
288291,NCR,92466,131707.09,1,0
180190,NCR,92466,145608.06,1,0
668451,NCR,162740.16,269883.4,1,0
614810,NCR,216370.44,317057.13,1,0
502082,NCR,1849.32,3022.26,1,0
706039,NCR,260754.12,335254.96,1,0
306321,NCR,1059660.36,1147561.31,1,0
373798,NCR,1175242.86,1002773.62,1,0
469052,NCR,1175242.86,1345460.34,1,0
481459,NCR,138699,201830.35,1,0
390921,NCR,35137.08,44867.87,1,0
196529,NCR,52705.62,69372.4,1,0
740303,NCR,304213.14,309309.32,1,0
538916,NCR,565891.92,873101.06,1,0
994961,NCR,5976,5594.68,1,0
409875,NCR,3582,4311.13,1,0
312502,NCR,18315,22508.55,1,0
972492,NCR,94077,110733.33,1,0
973803,NCR,33093,48646.71,1,0
392941,NCR,18018,19938,1,0
483132,NCR,2034,1885.52,1,0
941267,NCR,3582,3473.15,1,0
979434,NCR,2205,2305.2,1,0
395199,NCR,3312,2894.92,1,0
935112,NCR,11673,16056.54,1,0
328328,NCR,1656,2414.45,1,0
988479,NCR,36036,53384.81,1,0
938390,NCR,3861,2951.57,1,0
531723,NCR,74331,80652.26,1,0
390295,NCR,74331,95872.72,1,0
800333,NCR,1836,2381.98,1,0
896027,NCR,4131,3762.51,1,0
159053,NCR,11952,11932.88,1,0
850624,NCR,4599,4876.27,1,0
501210,NCR,57249,86311.45,1,0
206613,NCR,24480,40110.97,1,0
215176,NCR,74331,107693.13,1,0
348557,NCR,74331,95494.52,1,0
449758,NCR,74331,104784.41,1,0
149149,NCR,74331,77837.04,1,0
630004,NCR,74331,60765.15,1,0
400230,NCR,74331,72443.74,1,0
820739,NCR,6984,11097.1,1,0
392800,NCR,270,303.26,1,0
331634,NCR,1836,2103.44,1,0
289487,NCR,21330,26727.98,1,0
944227,NCR,8280,7068.07,1,0
309870,NCR,2718,2321.36,1,0
781075,NCR,2304,2745.55,1,0
138800,NCR,13680000,22770000,0,1
238602,NCR,55836,61642.94,1,0
766085,NCR,27324,46005.42,1,0
742674,NCR,8523,11075.64,1,0
539986,NCR,5022,5214.04,1,0
970167,NCR,13680,19491.95,1,0
790549,NCR,140121,131783.8,1,0
726087,NCR,173484,271057.65,1,0
466491,NCR,5796,6125.58,1,0
137084,NCR,14895,23126.63,1,0
770955,NCR,48906,43741.53,1,0
296576,NCR,270,272.89,1,0
375634,NCR,179343,138734.01,1,0
666525,NCR,1359,1950.72,1,0
885400,NCR,5058,4492.77,1,0
294715,NCR,34560,43030.31,1,0
121406,NCR,46332,42963.11,1,0
667352,NCR,163251,225436.73,1,0
221935,NCR,33093,25168.95,1,0
420569,NCR,33876,48550.74,1,0
121608,NCR,74331,70242.8,1,0
219338,NCR,172359,132188.67,1,0
656313,NCR,6903,6089.93,1,0
719612,NCR,14580000,20250000,0,1
622576,NCR,43407,51914.77,1,0
288272,NCR,42867,57756.55,1,0
483654,NCR,405891,452304.64,1,0
206575,NCR,2709,3276.81,1,0
