Spends,Spends band,Fraud,Type of swipe
8534.8,1,0,Online 
2257454.6,3,0,Online 
999133.1,3,0,Online 
134872.3,2,0,Online 
123305.4,2,0,Online 
56150,1,0,Online 
135995.3,2,0,Online 
28636.5,1,0,Online 
168337.7,2,0,Online 
714003.4,3,0,Online 
3546097.1,3,0,Online 
258290,3,0,Online 
11230,1,0,Online 
11230,1,0,Online 
403718.5,3,0,Online 
256156.3,3,0,Online 
11230,1,1,Online 
22347.7,1,0,Online 
9994.7,1,0,Online 
841127,3,0,Online 
14486.7,1,0,Online 
84225,2,0,Online 
8581741.4,3,0,Online 
1290888.5,3,0,Online 
425504.7,3,0,Online 
741741.5,3,0,Online 
1179150,3,0,Online 
336338.5,3,0,Online 
496590.6,3,0,Online 
100957.7,2,0,Online 
8534.8,1,0,Online 
50422.7,1,0,Online 
11230,1,0,Online 
2246000,3,0,Online 
2201080,3,0,Online 
11230,1,0,Online 
1414980,3,0,Online 
780485,3,0,Online 
60754.3,2,0,Online 
14486.7,1,0,Online 
594965.4,3,0,Online 
705131.7,3,0,Online 
735228.1,3,0,Online 
33690,1,0,Online 
10448279.7,3,0,Online 
360932.2,3,0,Online 
413264,3,0,Online 
8534.8,1,0,Online 
252562.7,3,0,Online 
11230,1,0,Online 
14486.7,1,0,Online 
121845.5,2,0,Online 
462114.5,3,0,Online 
298830.3,3,0,Online 
471660,3,0,Online 
134760,2,0,Online 
583960,3,0,Online 
327017.6,3,0,Online 
112300,2,0,Online 
2836024.2,3,0,Online 
256605.5,3,0,Online 
693003.3,3,0,Online 
5615000,3,0,Online 
32005.5,1,0,Online 
179567.7,3,0,Online 
62438.8,2,0,Online 
56150,1,0,Online 
6154040,3,0,Online 
0,1,0,Online 
106348.1,2,0,Online 
515457,3,0,Online 
4694140,3,0,Online 
168450,3,0,Online 
1571750.8,3,0,Online 
136556.8,2,0,Online 
1650810,3,0,Online 
3200550,3,0,Online 
1875410,3,0,Online 
1907977,3,0,Online 
5716070,3,0,Online 
60417.4,2,0,Online 
255819.4,3,0,Online 
516580,3,0,Online 
207193.5,3,0,Online 
33577.7,1,0,Online 
228530.5,3,0,Online 
129145,2,0,Online 
509280.5,3,0,Online 
794634.8,3,0,Online 
9994.7,1,0,Online 
560938.5,3,0,Online 
4116019.6,3,0,Online 
30208.7,1,0,Online 
405627.6,3,0,Online 
112187.7,2,0,Online 
59968.2,2,0,Online 
2601204.9,3,0,Online 
8647.1,1,0,Online 
5615000,3,0,Online 
3363385,3,0,Online 
842137.7,3,0,Online 
11230,1,0,Online 
1152984.1,3,0,Online 
11230,1,0,Online 
1928191,3,0,Online 
1468884,3,0,Online 
22235.4,1,0,Online 
29984.1,1,0,Online 
16395.8,1,0,Online 
79396.1,2,0,Online 
7988123.6,3,0,Online 
51658,1,0,Online 
322862.5,3,0,Online 
1725489.5,3,0,Online 
3206165,3,0,Online 
178557,3,0,Online 
40203.4,1,0,Online 
953988.5,3,0,Online 
393050,3,0,Online 
336226.2,3,0,Online 
1560970,3,0,Online 
85123.4,2,0,Online 
420675.8,3,0,Online 
50422.7,1,0,Online 
80631.4,2,0,Online 
22235.4,1,0,Online 
93209,2,0,Online 
0,1,0,Online 
2021400,3,0,Online 
23807.6,1,0,Online 
11230,1,0,Online 
314440,3,0,Online 
0,1,0,Online 
40203.4,1,0,Online 
2981565,3,0,Online 
1796800,3,0,Online 
442462,3,0,Online 
312530.9,3,0,Online 
50310.4,1,0,Online 
11230,1,0,Online 
617650,3,0,Online 
145203.9,2,0,Online 
335440.1,3,0,Online 
2464985,3,0,Online 
4210688.5,3,0,Online 
8871.7,1,0,Online 
11230,1,0,Online 
666612.8,3,0,Online 
1605665.4,3,0,Online 
103316,2,0,Online 
1111770,3,0,Online 
2636242.5,3,0,Online 
480756.3,3,0,Online 
11953324.3,3,0,Online 
24256.8,1,0,Online 
774870,3,0,Online 
1005758.8,3,0,Online 
110503.2,2,0,Online 
224600,3,0,Online 
105112.8,2,0,Online 
22235.4,1,0,Online 
887170,3,0,Online 
280750,3,0,Online 
537917,3,0,Online 
3641889,3,0,Online 
335777,3,0,Online 
1500328,3,0,Online 
463686.7,3,0,Online 
89727.7,2,0,Online 
16395.8,1,0,Online 
112300,2,0,Online 
561500,3,0,Online 
100845.4,2,0,Online 
11230,1,0,Online 
1506729.1,3,0,Online 
56150,1,0,Online 
112187.7,2,0,Online 
5480240,3,0,Online 
0,1,0,Online 
11117.7,1,0,Online 
30208.7,1,0,Online 
449200,3,0,Online 
134760,2,0,Online 
527810,3,0,Online 
179118.5,3,0,Online 
515457,3,0,Online 
449200,3,0,Online 
987117,3,0,Online 
39305,1,0,Online 
1262252,3,0,Online 
448638.5,3,0,Online 
224600,3,0,Online 
466045,3,0,Online 
40428,1,0,Online 
1747724.9,3,0,Online 
82203.6,2,0,Online 
3256700,3,0,Online 
3614375.5,3,0,Online 
11230,1,0,Online 
679415,3,0,Online 
22235.4,1,0,Online 
365761.1,3,0,Online 
103091.4,2,0,Online 
8422.5,1,0,Online 
511077.3,3,0,Online 
138241.3,2,0,Online 
210001,3,0,Online 
448077,3,0,Online 
10331.6,1,0,Online 
35936,1,0,Online 
56150,1,0,Online 
4244940,3,0,Online 
129145,2,0,Online 
2493060,3,0,Online 
561500,3,0,Online 
224600,3,0,Online 
2156160,3,0,Online 
511638.8,3,0,Online 
435274.8,3,0,Online 
29647.2,1,0,Online 
128022,2,0,Online 
224487.7,3,0,Online 
16732.7,1,0,Online 
30208.7,1,0,Online 
920186.2,3,0,Online 
474467.5,3,0,Online 
5256426.1,3,0,Online 
2387273.4,3,0,Online 
1291225.4,3,0,Online 
168450,3,0,Online 
138241.3,2,0,Online 
14486.7,1,0,Online 
11230,1,0,Online 
392937.7,3,0,Online 
8647.1,1,0,Online 
1478654.1,3,0,Online 
1384097.5,3,0,Online 
272327.5,3,0,Online 
1123000,3,0,Online 
281086.9,3,0,Online 
2290920,3,0,Online 
112187.7,2,0,Online 
196525,3,0,Online 
11230,1,0,Online 
112300,2,0,Online 
8409248.6,3,0,Online 
85460.3,2,0,Online 
212808.5,3,0,Online 
16845,1,0,Online 
8534.8,1,0,Online 
526687,3,0,Online 
2083165,3,0,Online 
577895.8,3,0,Online 
112300,2,0,Online 
112187.7,2,0,Online 
696260,3,0,Online 
1537948.5,3,0,Online 
40203.4,1,0,Online 
2167390,3,0,Online 
481542.4,3,0,Online 
488505,3,0,Online 
25941.3,1,0,Online 
2205908.9,3,0,Online 
704121,3,0,Online 
529157.6,3,0,Online 
11230,1,0,Online 
359696.9,3,0,Online 
603163.3,3,0,Online 
11230,1,0,Online 
395745.2,3,0,Online 
120161,2,0,Online 
1729420,3,0,Online 
469863.2,3,0,Online 
499173.5,3,0,Online 
224600,3,0,Online 
3346315.4,3,0,Online 
78497.7,2,0,Online 
43797,1,0,Online 
151155.8,2,0,Online 
772174.8,3,0,Online 
467280.3,3,0,Online 
265028,3,0,Online 
4650118.4,3,0,Online 
496366,3,0,Online 
481767,3,0,Online 
437970,3,0,Online 
33353.1,1,0,Online 
4335678.4,3,0,Online 
30208.7,1,0,Online 
1862158.6,3,0,Online 
1010587.7,3,0,Online 
8647.1,1,0,Online 
110615.5,2,0,Online 
8647.1,1,0,Online 
9994.7,1,0,Online 
8534.8,1,0,Online 
2945741.3,3,0,Online 
1906966.3,3,0,Online 
4760621.6,3,0,Online 
17990460,3,0,Online 
55588.5,1,0,Online 
11230,1,0,Online 
1951324.8,3,0,Online 
11230,1,0,Online 
1679671.1,3,0,Online 
505350,3,0,Online 
101968.4,2,0,Online 
280750,3,0,Online 
966790.7,3,0,Online 
433702.6,3,0,Online 
21224.7,1,0,Online 
633147.4,3,0,Online 
505350,3,0,Online 
112300,2,0,Online 
47839.8,1,0,Online 
112300,2,0,Online 
402595.5,3,0,Online 
215952.9,3,0,Online 
177434,3,0,Online 
133075.5,2,0,Online 
1125358.3,3,0,Online 
1078753.8,3,0,Online 
11230,1,0,Online 
62326.5,2,0,Online 
37171.3,1,0,Online 
606420,3,0,Online 
795196.3,3,0,Online 
22235.4,1,0,Online 
170471.4,3,0,Online 
258290,3,0,Online 
14486.7,1,0,Online 
161824.3,2,0,Online 
1819260,3,0,Online 
673126.2,3,0,Online 
421125,3,0,Online 
1430814.3,3,0,Online 
9994.7,1,0,Online 
56037.7,1,0,Online 
179118.5,3,0,Online 
2112138.4,3,0,Online 
561500,3,0,Online 
167888.5,2,0,Online 
8972770,3,0,Online 
112187.7,2,0,Online 
1830490,3,0,Online 
8534.8,1,0,Online 
119599.5,2,0,Online 
8972770,3,0,Online 
1010587.7,3,0,Online 
112187.7,2,0,Online 
84225,2,0,Online 
449087.7,3,0,Online 
1131984,3,0,Online 
444034.2,3,0,Online 
8871700,3,0,Online 
3612017.2,3,0,Online 
82540.5,2,0,Online 
7172825.6,3,0,Online 
157107.7,2,0,Online 
393050,3,0,Online 
0,1,0,Online 
392263.9,3,0,Online 
335777,3,0,Online 
133075.5,2,0,Online 
425280.1,3,0,Online 
72658.1,2,0,Online 
774870,3,0,Online 
9994.7,1,0,Online 
3663675.2,3,0,Online 
168450,3,0,Online 
909630,3,0,Online 
168450,3,0,Online 
11230,1,0,Online 
707265.4,3,0,Online 
2082828.1,3,0,Online 
4132640,3,0,Online 
4556011,3,0,Online 
1796800,3,0,Online 
533537.3,3,0,Online 
86246.4,2,0,Online 
101968.4,2,0,Online 
16395.8,1,0,Online 
50422.7,1,0,Online 
191134.6,3,0,Online 
13251.4,1,0,Online 
1123000,3,0,Online 
16957.3,1,0,Online 
486932.8,3,0,Online 
2096079.5,3,0,Online 
5816017,3,0,Online 
112300,2,0,Online 
131054.1,2,0,Online 
20101.7,1,0,Online 
89840,2,0,Online 
85011.1,2,0,Online 
110390.9,2,0,Online 
2786612.2,3,0,Online 
2358300,3,0,Online 
11230,1,0,Online 
845731.3,3,0,Online 
4611824.1,3,0,Online 
312643.2,3,0,Online 
373172.9,3,0,Online 
50422.7,1,0,Online 
213482.3,3,0,Online 
11230,1,0,Online 
1347600,3,0,Online 
729837.7,3,0,Online 
1099978.5,3,0,Online 
246610.8,3,0,Online 
164407.2,2,0,Online 
168000.8,2,0,Online 
1714259.5,3,0,Online 
449087.7,3,0,Online 
2399401.8,3,0,Online 
44807.7,1,0,Online 
254921,3,0,Online 
882228.8,3,0,Online 
52331.8,1,0,Online 
4492000,3,0,Online 
291530.8,3,0,Online 
1061235,3,0,Online 
1276289.5,3,0,Online 
9377050,3,0,Online 
5294271.2,3,0,Online 
887170,3,0,Online 
112187.7,2,0,Online 
157107.7,2,0,Online 
22460,1,0,Online 
646623.4,3,0,Online 
14486.7,1,0,Online 
190797.7,3,0,Online 
111738.5,2,0,Online 
9994.7,1,0,Online 
6807738.3,3,0,Online 
1328509,3,0,Online 
568238,3,0,Online 
253798,3,0,Online 
258065.4,3,0,Online 
437970,3,0,Online 
44920,1,0,Online 
206632,3,0,Online 
85684.9,2,0,Online 
6828064.6,3,0,Online 
16845,1,0,Online 
224487.7,3,0,Online 
3493653,3,0,Online 
842250,3,0,Online 
269520,3,0,Online 
6008050,3,0,Online 
1909100,3,0,Online 
3437503,3,0,Online 
101070,2,0,Online 
170471.4,3,0,Online 
112187.7,2,0,Online 
628880,3,0,Online 
112187.7,2,0,Online 
100957.7,2,0,Online 
20101.7,1,0,Online 
36497.5,1,0,Online 
1538510,3,0,Online 
11230,1,0,Online 
1110422.4,3,0,Online 
1003962,3,0,Online 
3705675.4,3,0,Online 
141161.1,2,0,Online 
6422998.5,3,0,Online 
5654305,3,0,Online 
298044.2,3,0,Online 
159016.8,2,0,Online 
359360,3,0,Online 
842137.7,3,0,Online 
224600,3,0,Online 
280750,3,0,Online 
2966404.5,3,0,Online 
0,1,0,Online 
13251.4,1,0,Online 
560489.3,3,0,Online 
66257,2,0,Online 
134198.5,2,0,Online 
751848.5,3,0,Online 
170246.8,3,0,Online 
2148074.4,3,0,Online 
752410,3,0,Online 
3763734.5,3,0,Online 
129818.8,2,0,Online 
40315.7,1,0,Online 
313317,3,0,Online 
16395.8,1,0,Online 
179680,3,0,Online 
339707.5,3,0,Online 
1448670,3,0,Online 
1575344.4,3,0,Online 
758025,3,0,Online 
322862.5,3,0,Online 
112.3,1,0,Online 
516018.5,3,0,Online 
288049.5,3,0,Online 
1336145.4,3,0,Online 
449200,3,0,Online 
862576.3,3,0,Online 
11117.7,1,0,Online 
89840,2,0,Online 
14486.7,1,0,Online 
11230,1,0,Online 
168450,3,0,Online 
33577.7,1,0,Online 
696372.3,3,0,Online 
22235.4,1,0,Online 
1949528,3,0,Online 
804629.5,3,0,Online 
224487.7,3,0,Online 
179118.5,3,0,Online 
168225.4,2,0,Online 
1448670,3,0,Online 
168225.4,2,0,Online 
11230,1,0,Online 
17069.6,1,0,Online 
217075.9,3,0,Online 
314889.2,3,0,Online 
189787,3,0,Online 
112187.7,2,0,Online 
341728.9,3,0,Online 
926475,3,0,Online 
23807.6,1,0,Online 
3647504,3,0,Online 
11230,1,0,Online 
179118.5,3,0,Online 
842250,3,0,Online 
85348,2,0,Online 
3020870,3,0,Online 
100957.7,2,0,Online 
11230,1,0,Online 
851907.8,3,0,Online 
291980,3,0,Online 
190797.7,3,0,Online 
14486.7,1,0,Online 
106235.8,2,0,Online 
1233727.8,3,0,Online 
11230,1,0,Online 
145877.7,2,0,Online 
309723.4,3,0,Online 
14486.7,1,0,Online 
132514,2,0,Online 
449200,3,0,Online 
1847335,3,0,Online 
11230,1,0,Online 
4595091.4,3,0,Online 
112.3,1,0,Online 
69064.5,2,0,Online 
22460,1,0,Online 
1971763.4,3,0,Online 
334654,3,0,Online 
1540306.8,3,0,Online 
661896.2,3,0,Online 
381370.8,3,0,Online 
168337.7,2,0,Online 
1617120,3,0,Online 
2615130.1,3,0,Online 
8984,1,0,Online 
76027.1,2,0,Online 
8647.1,1,0,Online 
1617120,3,0,Online 
684693.1,3,0,Online 
11230,1,0,Online 
100957.7,2,0,Online 
133075.5,2,0,Online 
562847.6,3,0,Online 
9994.7,1,0,Online 
2496204.4,3,0,Online 
86471,2,0,Online 
11230,1,0,Online 
773185.5,3,0,Online 
2182213.6,3,0,Online 
11230,1,0,Online 
476938.1,3,0,Online 
437633.1,3,0,Online 
1246530,3,0,Online 
8692020,3,0,Online 
100283.9,2,0,Online 
250541.3,3,0,Online 
1025748.2,3,0,Online 
112300,2,0,Online 
136219.9,2,0,Online 
11230,1,0,Online 
393050,3,0,Online 
2753034.5,3,0,Online 
664254.5,3,0,Online 
84898.8,2,0,Online 
395632.9,3,0,Online 
11230,1,0,Online 
742190.7,3,0,Online 
8534.8,1,0,Online 
107134.2,2,0,Online 
6046793.5,3,0,Online 
224375.4,3,0,Online 
16845,1,0,Online 
112300,2,0,Online 
22235.4,1,0,Online 
145540.8,2,0,Online 
1448670,3,0,Online 
808560,3,0,Online 
2586718.2,3,0,Online 
1617120,3,0,Online 
224487.7,3,0,Online 
539826.1,3,0,Online 
279627,3,0,Online 
1024063.7,3,0,Online 
1708083,3,0,Online 
67267.7,2,0,Online 
561387.7,3,0,Online 
4480770,3,0,Online 
1162305,3,0,Online 
112187.7,2,0,Online 
14486.7,1,0,Online 
132850.9,2,0,Online 
16395.8,1,0,Online 
1123000,3,0,Online 
192033,3,0,Online 
640110,3,0,Online 
8788822.6,3,0,Online 
425504.7,3,0,Online 
50422.7,1,0,Online 
41551,1,0,Online 
605297,3,0,Online 
585756.8,3,0,Online 
0,1,0,Online 
168450,3,0,Online 
596313,3,0,Online 
774870,3,0,Online 
2100346.9,3,0,Online 
1950651,3,0,Online 
887170,3,0,Online 
1589606.5,3,0,Online 
1886415.4,3,0,Online 
33353.1,1,0,Online 
1729307.7,3,0,Online 
98262.5,2,0,Online 
212808.5,3,0,Online 
109492.5,2,0,Online 
44695.4,1,0,Online 
940961.7,3,0,Online 
136556.8,2,0,Online 
14486.7,1,0,Online 
444708,3,0,Online 
2639050,3,0,Online 
421349.6,3,0,Online 
2246000,3,0,Online 
112187.7,2,0,Online 
4047628.9,3,0,Online 
774870,3,0,Online 
403718.5,3,0,Online 
1139732.7,3,0,Online 
9377050,3,0,Online 
555885,3,0,Online 
17294.2,1,0,Online 
387771.9,3,0,Online 
11230,1,0,Online 
16845,1,0,Online 
22235.4,1,0,Online 
11230,1,0,Online 
981951.2,3,0,Online 
470537,3,0,Online 
1860474.1,3,0,Online 
67267.7,2,0,Online 
340493.6,3,0,Online 
2299791.7,3,0,Online 
224487.7,3,0,Online 
70075.2,2,0,Online 
673238.5,3,0,Online 
244814,3,0,Online 
4964783,3,0,Online 
6643331.1,3,0,Online 
2234433.1,3,0,Online 
412814.8,3,0,Online 
213370,3,0,Online 
11230,1,0,Online 
1234177,3,0,Online 
112187.7,2,0,Online 
415510,3,0,Online 
515457,3,0,Online 
33353.1,1,0,Online 
404280,3,0,Online 
67267.7,2,0,Online 
154749.4,2,0,Online 
134760,2,0,Online 
651340,3,0,Online 
4711434.2,3,0,Online 
112187.7,2,0,Online 
134760,2,0,Online 
11230,1,0,Online 
100957.7,2,0,Online 
19091,1,0,Online 
43460.1,1,0,Online 
202140,3,0,Online 
321964.1,3,0,Online 
282209.9,3,0,Online 
138802.8,2,0,Online 
2565044.3,3,0,Online 
150145.1,2,0,Online 
112.3,1,0,Online 
81417.5,2,0,Online 
22235.4,1,0,Online 
1459900,3,0,Online 
16845,1,0,Online 
426740,3,0,Online 
92086,2,0,Online 
1123000,3,0,Online 
5388940.1,3,0,Online 
331958.8,3,0,Online 
11230,1,0,Online 
572730,3,0,Online 
1232492.5,3,0,Online 
11230,1,0,Online 
112187.7,2,0,Online 
100957.7,2,0,Online 
79396.1,2,0,Online 
66930.8,2,0,Online 
1684500,3,0,Online 
215616,3,0,Online 
336900,3,0,Online 
303097.7,3,0,Online 
628430.8,3,0,Online 
673687.7,3,0,Online 
336900,3,0,Online 
851907.8,3,0,Online 
2560440,3,0,Online 
112187.7,2,0,Online 
703671.8,3,0,Online 
23470.7,1,0,Online 
7641565.8,3,0,Online 
14149.8,1,0,Online 
167888.5,2,0,Online 
352397.4,3,0,Online 
16845,1,0,Online 
57160.7,2,0,Online 
28521167.9,3,0,Online 
138241.3,2,0,Online 
1504370.8,3,0,Online 
112187.7,2,0,Online 
2014662,3,0,Online 
14486.7,1,0,Online 
518489.1,3,0,Online 
1617120,3,0,Online 
3369000,3,0,Online 
11230,1,0,Online 
235605.4,3,0,Online 
67380,2,0,Online 
294450.6,3,0,Online 
170808.3,3,0,Online 
235268.5,3,0,Online 
22235.4,1,0,Online 
561500,3,0,Online 
757014.3,3,0,Online 
729837.7,3,0,Online 
3335646.9,3,0,Online 
4472235.2,3,0,Online 
1051689.5,3,0,Online 
333194.1,3,0,Online 
1123000,3,0,Online 
633372,3,0,Online 
11188112.1,3,1,Online 
2246000,3,0,Online 
1165674,3,0,Online 
3099480,3,0,Online 
82877.4,2,0,Online 
145877.7,2,0,Online 
995090.3,3,0,Online 
707490,3,0,Online 
78497.7,2,0,Online 
2169523.7,3,0,Online 
1841720,3,0,Online 
537355.5,3,0,Online 
3645931.8,3,0,Online 
303210,3,0,Online 
4002035.1,3,0,Online 
2761457,3,0,Online 
9994.7,1,0,Online 
11230,1,0,Online 
11230,1,0,Online 
2202876.8,3,0,Online 
619783.7,3,0,Online 
196525,3,0,Online 
1122887.7,3,0,Online 
5551213.6,3,0,Online 
16957.3,1,0,Online 
350376,3,0,Online 
1010138.5,3,0,Online 
777452.9,3,0,Online 
150482,2,0,Online 
9994.7,1,0,Online 
8647.1,1,0,Online 
44807.7,1,0,Online 
24481.4,1,0,Online 
30208.7,1,0,Online 
121396.3,2,0,Online 
8647.1,1,0,Online 
673800,3,0,Online 
249306,3,0,Online 
1448670,3,0,Online 
423595.6,3,0,Online 
78160.8,2,0,Online 
86246.4,2,0,Online 
309948,3,0,Online 
168450,3,0,Online 
2307989.6,3,0,Online 
1066850,3,0,Online 
14486.7,1,0,Online 
505350,3,0,Online 
112187.7,2,0,Online 
267274,3,0,Online 
20101.7,1,0,Online 
224600,3,0,Online 
1616895.4,3,0,Online 
10331.6,1,0,Online 
0,1,0,Online 
708613,3,0,Online 
322862.5,3,0,Online 
10107,1,0,Online 
893234.2,3,0,Online 
5861947.7,3,0,Online 
240322,3,0,Online 
89278.5,2,0,Online 
118925.7,2,0,Online 
2032630,3,0,Online 
70075.2,2,0,Online 
12678670,3,0,Online 
100396.2,2,0,Online 
112300,2,0,Online 
25941.3,1,0,Online 
1224070,3,0,Online 
145428.5,2,0,Online 
165193.3,2,0,Online 
13700.6,1,0,Online 
2683520.8,3,0,Online 
4121971.5,3,0,Online 
558131,3,0,Online 
1527280,3,0,Online 
22235.4,1,0,Online 
1017774.9,3,0,Online 
112187.7,2,0,Online 
100845.4,2,0,Online 
392825.4,3,0,Online 
625735.6,3,0,Online 
39978.8,1,0,Online 
96802.6,2,0,Online 
247958.4,3,0,Online 
190685.4,3,0,Online 
67380,2,0,Online 
8422.5,1,0,Online 
561500,3,0,Online 
1111770,3,0,Online 
13139100,3,0,Online 
557120.3,3,0,Online 
1010700,3,0,Online 
9994.7,1,0,Online 
275696.5,3,0,Online 
112187.7,2,0,Online 
2425680,3,0,Online 
224600,3,0,Online 
9994.7,1,0,Online 
3175057.9,3,0,Online 
1347038.5,3,0,Online 
167327,2,0,Online 
480756.3,3,0,Online 
1155679.3,3,0,Online 
298718,3,0,Online 
202027.7,3,0,Online 
560938.5,3,0,Online 
673800,3,0,Online 
67941.5,2,0,Online 
14486.7,1,0,Online 
449200,3,0,Online 
11230,1,0,Online 
263343.5,3,0,Online 
1750195.5,3,0,Online 
100957.7,2,0,Online 
20101.7,1,0,Online 
168450,3,0,Online 
11117.7,1,0,Online 
280750,3,0,Online 
60305.1,2,0,Online 
591821,3,0,Online 
112187.7,2,0,Online 
446280.2,3,0,Online 
1714259.5,3,0,Online 
40203.4,1,0,Online 
560377,3,0,Online 
171482.1,3,0,Online 
428424.5,3,0,Online 
16395.8,1,0,Online 
23919.9,1,0,Online 
695698.5,3,0,Online 
129145,2,0,Online 
1539633,3,0,Online 
1493365.4,3,0,Online 
651340,3,0,Online 
1039673.4,3,0,Online 
112187.7,2,0,Online 
336787.7,3,0,Online 
213257.7,3,0,Online 
231338,3,0,Online 
574077.6,3,0,Online 
375980.4,3,0,Online 
718720,3,0,Online 
2021400,3,0,Online 
17893545.1,3,0,Online 
86246.4,2,0,Online 
95342.7,2,0,Online 
2470600,3,0,Online 
770827.2,3,0,Online 
413825.5,3,0,Online 
505462.3,3,0,Online 
112187.7,2,0,Online 
14823.6,1,0,Online 
20101.7,1,0,Online 
150594.3,2,0,Online 
0,1,0,Online 
438980.7,3,0,Online 
1309081.1,3,0,Online 
870325,3,0,Online 
200006.3,3,0,Online 
280637.7,3,0,Online 
123530,2,0,Online 
113535.3,2,0,Online 
3703092.5,3,0,Online 
8534.8,1,0,Online 
133637,2,0,Online 
168450,3,0,Online 
22235.4,1,0,Online 
3593600,3,0,Online 
4076490,3,0,Online 
101070,2,0,Online 
1019459.4,3,0,Online 
214717.6,3,0,Online 
16732.7,1,0,Online 
1423851.7,3,0,Online 
247733.8,3,0,Online 
280188.5,3,0,Online 
2178620,3,0,Online 
128808.1,2,0,Online 
330835.8,3,0,Online 
224600,3,0,Online 
897950.8,3,0,Online 
11230,1,0,Online 
89727.7,2,0,Online 
255033.3,3,0,Online 
280188.5,3,0,Online 
22235.4,1,0,Online 
807998.5,3,0,Online 
915245,3,0,Online 
8377580,3,0,Online 
106685,2,0,Online 
19989.4,1,0,Online 
1150738.1,3,0,Online 
2384578.2,3,0,Online 
3616060,3,0,Online 
2644665,3,0,Online 
1489434.9,3,0,Online 
494569.2,3,0,Online 
243578.7,3,0,Online 
617088.5,3,0,Online 
670206.4,3,0,Online 
14486.7,1,0,Online 
5457780,3,0,Online 
8534.8,1,0,Online 
145877.7,2,0,Online 
106235.8,2,0,Online 
8534.8,1,0,Online 
11230,1,0,Online 
2622991.1,3,0,Online 
109155.6,2,0,Online 
521072,3,0,Online 
11230,1,0,Online 
404280,3,0,Online 
790142.8,3,0,Online 
206632,3,0,Online 
11230,1,0,Online 
265028,3,0,Online 
106572.7,2,0,Online 
1325140,3,0,Online 
407199.8,3,0,Online 
22235.4,1,0,Online 
168225.4,2,0,Online 
79171.5,2,0,Online 
11230,1,0,Online 
123530,2,0,Online 
1672034.7,3,0,Online 
3800344.3,3,0,Online 
30208.7,1,0,Online 
621019,3,0,Online 
242568,3,0,Online 
942533.9,3,0,Online 
280750,3,0,Online 
145877.7,2,0,Online 
133075.5,2,0,Online 
78497.7,2,0,Online 
262445.1,3,0,Online 
9994.7,1,0,Online 
4552866.6,3,0,Online 
11230,1,0,Online 
325670,3,0,Online 
13363.7,1,0,Online 
3335310,3,0,Online 
224600,3,0,Online 
292766.1,3,0,Online 
9994.7,1,0,Online 
112187.7,2,0,Online 
79396.1,2,0,Online 
75914.8,2,0,Online 
234819.3,3,0,Online 
1504595.4,3,0,Online 
513323.3,3,0,Online 
84112.7,2,0,Online 
22235.4,1,0,Online 
247060,3,0,Online 
66818.5,2,0,Online 
2156160,3,0,Online 
85123.4,2,0,Online 
11230,1,0,Online 
50422.7,1,0,Online 
191471.5,3,0,Online 
11230,1,0,Online 
56150,1,0,Online 
1033160,3,0,Online 
168450,3,0,Online 
1281230.7,3,0,Online 
480756.3,3,0,Online 
662570,3,0,Online 
134647.7,2,0,Online 
4401261.6,3,0,Online 
663693,3,0,Online 
100845.4,2,0,Online 
561500,3,0,Online 
5683053.8,3,0,Online 
129145,2,0,Online 
10913875.5,3,0,Online 
514895.5,3,0,Online 
39529.6,1,0,Online 
1082122.8,3,0,Online 
11117.7,1,0,Online 
39978.8,1,0,Online 
31444,1,0,Online 
1325140,3,0,Online 
25604.4,1,0,Online 
505350,3,0,Online 
202027.7,3,0,Online 
243129.5,3,0,Online 
67267.7,2,0,Online 
146439.2,2,0,Online 
561387.7,3,0,Online 
105786.6,2,0,Online 
100957.7,2,0,Online 
599120.5,3,0,Online 
1347600,3,0,Online 
56150,1,0,Online 
1909100,3,0,Online 
90626.1,2,0,Online 
549596.2,3,0,Online 
757463.5,3,0,Online 
452232.1,3,0,Online 
168450,3,0,Online 
612147.3,3,0,Online 
78497.7,2,0,Online 
43460.1,1,0,Online 
1374439.7,3,0,Online 
140375,2,0,Online 
168450,3,0,Online 
11117.7,1,0,Online 
129145,2,0,Online 
276819.5,3,0,Online 
763640,3,0,Online 
129145,2,0,Online 
105449.7,2,0,Online 
71759.7,2,0,Online 
577783.5,3,0,Online 
4777129.7,3,0,Online 
37059,1,0,Online 
1087288.6,3,0,Online 
168450,3,0,Online 
280750,3,0,Online 
168337.7,2,0,Online 
1492691.6,3,0,Online 
204610.6,3,0,Online 
249755.2,3,0,Online 
168450,3,0,Online 
173391.2,3,0,Online 
627757,3,0,Online 
11230,1,0,Online 
525227.1,3,0,Online 
599682,3,0,Online 
95342.7,2,0,Online 
22235.4,1,0,Online 
1123000,3,0,Online 
999470,3,0,Online 
224038.5,3,0,Online 
78497.7,2,0,Online 
36946.7,1,0,Online 
480756.3,3,0,Online 
2823895.8,3,0,Online 
471660,3,0,Online 
86246.4,2,0,Online 
814287.3,3,0,Online 
198546.4,3,0,Online 
1684.5,1,0,Online 
76364,2,0,Online 
1212952.3,3,0,Online 
266712.5,3,0,Online 
1662040,3,0,Online 
1493028.5,3,0,Online 
1325140,3,0,Online 
213370,3,0,Online 
303210,3,0,Online 
39305,1,0,Online 
2154475.5,3,0,Online 
11230,1,0,Online 
1897870,3,0,Online 
314440,3,0,Online 
157220,2,0,Online 
487269.7,3,0,Online 
26839.7,1,0,Online 
11230,1,0,Online 
